title,release_year,vote_count_max,vote_average_prom
A Christmas Horror Story,2015,100.0,5.5
A Christmas Kiss,2011,37.0,6.1
A Christmas Kiss II,2014,9.0,5.9
A Christmas Melody,2015,17.0,5.7
A Christmas Memory,1997,3.0,7.7
A Christmas Romance,1994,5.0,6.6
A Christmas Story,1983,352.0,7.4
A Christmas Story 2,2012,11.0,4.1
A Christmas Tale,2008,31.0,6.7
A Christmas Wedding Tail,2011,5.0,4.6
A Christmas Wish,2011,11.0,5.9
A Chump at Oxford,1940,22.0,7.5
A Cinderella Christmas,2016,14.0,6.4
A Cinderella Story,2004,737.0,6.1
A Cinderella Story: If the Shoe Fits,2016,99.0,6.1
A Cinderella Story: Once Upon a Song,2011,282.0,6.1
A Circle of Deception,1960,0.0,0.0
A City of Sadness,1989,25.0,7.5
A Civil Action,1998,113.0,6.1
A Clockwork Orange,1971,3432.0,8.0
A Close Shave,1995,223.0,7.5
A Cock and Bull Story,2005,43.0,6.2
A Coffee in Berlin,2012,113.0,7.0
A Colbert Christmas: The Greatest Gift of All!,2008,8.0,7.0
A Colt Is My Passport,1967,10.0,6.9
A Commissioner's Accusations,1974,2.0,8.5
A Common Man,2013,23.0,5.5
A Common Thread,2004,7.0,5.6
A Company Man,2012,52.0,6.6
A Complete History of My Sexual Failures,2008,18.0,6.9
A Complicated Girl,1969,0.0,0.0
A Confucian Confusion,1994,2.0,8.0
A Connecticut Yankee in King Arthur's Court,1989,3.0,6.0
A Conspiracy of Faith,2016,110.0,6.8
A Conversation with Gregory Peck,1999,1.0,7.0
A Cookie Cutter Christmas,2014,12.0,6.4
"A Cool, Dry Place",1998,7.0,5.6
A Corner in Wheat,1909,17.0,6.5
A Cosmic Christmas,1977,0.0,0.0
A Cottage on Dartmoor,1929,5.0,8.2
A Couch in New York,1996,8.0,5.6
A Countess from Hong Kong,1967,36.0,5.9
A Country Called Home,2015,11.0,5.7
A Country Wedding,2015,14.0,6.8
A Covenant with Death,1967,1.0,7.0
A Crack in the Floor,2003,7.0,3.0
A Crime,1993,0.0,0.0
A Crime in Paradise,2001,26.0,6.1
A Cruel Romance,1984,8.0,6.1
A Crush on You,2011,5.0,6.4
A Cry in the Dark,1988,49.0,6.4
A Cry in the Night,1956,4.0,3.6
A Cry in the Wild,1990,6.0,6.7
A Cry in the Wilderness,1974,0.0,0.0
A Cube of Sugar,2012,4.0,7.3
A Cure for Love,1966,0.0,0.0
A Cure for Wellness,2017,939.0,6.0
A Curtain Raiser,2006,6.0,7.2
A Damsel in Distress,1937,4.0,7.0
A Dandy in Aspic,1968,4.0,7.5
A Dangerous Game,2014,0.0,0.0
A Dangerous Man,2009,37.0,5.1
A Dangerous Man: Lawrence After Arabia,1992,4.0,8.5
A Dangerous Method,2011,589.0,6.2
A Dangerous Place,1995,2.0,7.0
A Dangerous Place,2012,1.0,1.0
A Dangerous Profession,1949,4.0,5.5
A Dangerous Summer,1982,0.0,0.0
A Dangerous Woman,1993,6.0,4.8
A Dark Song,2016,69.0,6.4
A Dark Truth,2012,35.0,5.3
A Date for Mad Mary,2016,5.0,7.2
A Date with Judy,1948,4.0,6.3
A Date with the Falcon,1942,4.0,7.0
A Daughter Of Destiny,1928,4.0,7.8
A Daughter's Nightmare,2014,7.0,5.6
A Day In The Life,2009,2.0,6.0
A Day Without a Mexican,2004,16.0,5.0
A Day at the Beach,1972,2.0,5.0
A Day at the Races,1937,44.0,7.5
A Day in Court,1953,3.0,7.0
A Day in the Country,1936,34.0,7.5
A Day in the Death of Joe Egg,1972,5.0,5.6
A Day's Pleasure,1919,15.0,5.6
A Dead Calling,2006,3.0,2.0
A Deadly Adoption,2015,38.0,4.7
A Death in the Gunj,2016,5.0,7.0
A Decade Under the Influence,2003,9.0,8.0
A December Bride,2016,9.0,5.9
A Decent Man,2016,7.0,6.1
A Deeper Shade of Blue,2011,1.0,8.0
A Delicate Balance,1973,1.0,6.0
A Demon in My View,1991,0.0,0.0
A Dennis the Menace Christmas,2007,15.0,4.8
A Detective Story,2003,30.0,7.2
A Diary for Timothy,1945,2.0,8.0
A Difficult Life,1961,12.0,8.6
A Dirty Carnival,2006,51.0,6.7
A Dirty Shame,2004,65.0,5.4
A Dispatch from Reuter's,1940,3.0,3.5
A Distant Neighborhood,2010,11.0,6.5
A Diva's Christmas Carol,2000,6.0,4.8
A Dog Of Flanders,1999,6.0,6.4
A Dog Year,2009,15.0,6.0
A Dog's Breakfast,2007,24.0,5.9
A Dog's Life,1918,46.0,7.1
A Dog's Purpose,2017,657.0,6.6
A Dog's Will,2000,120.0,8.2
A Doll's House,1973,8.0,5.6
A Dollar Between the Teeth,1967,1.0,5.0
A Double Life,1947,13.0,7.1
A Dragon Arrives!,2016,6.0,3.9
A Dream of Kings,1969,2.0,4.5
A Driver for Vera,2004,11.0,6.2
A Drummer's Dream,2010,2.0,8.0
A Dry White Season,1989,23.0,6.5
A Esperança é a Última Que Morre,2015,4.0,6.4
A Face in the Crowd,1957,48.0,7.4
A Fairly Odd Christmas,2012,18.0,5.4
"A Fairly Odd Movie: Grow Up, Timmy Turner!",2011,47.0,4.7
A Family,2011,5.0,6.0
A Family Affair,1937,0.0,0.0
A Family Man,2017,60.0,6.7
A Family Thing,1996,14.0,5.6
A Fantastic Fear of Everything,2012,102.0,5.7
A Fantastic Woman,2017,13.0,7.2
A Far Off Place,1993,15.0,6.3
A Fare to Remember,1999,2.0,4.5
A Farewell to Arms,1932,29.0,6.2
A Faster Horse,2015,16.0,7.9
A Feast At Midnight,1994,2.0,3.0
A Fever In The Blood,1961,1.0,6.0
A Few Best Men,2011,137.0,5.9
A Few Dollars for Django,1966,2.0,5.3
A Few Good Men,1992,899.0,7.1
A Few Less Men,2017,11.0,5.2
A Field Full of Secrets,2014,1.0,4.0
A Field in England,2013,71.0,6.3
A Fierce Green Fire,2013,4.0,5.5
A Fight for,2014,2.0,8.0
A Fighter's Blues,2000,3.0,4.2
A Fighting Man,2014,16.0,5.2
A Film Unfinished,2010,11.0,6.3
A Film with Me in It,2008,25.0,6.1
A Fine Madness,1966,5.0,6.8
A Fine Mess,1986,5.0,3.4
A Fine Pair,1968,1.0,3.0
A Fish Called Wanda,1988,576.0,7.1
A Fish in the Bathtub,1999,1.0,6.0
A Fistful of Dollars,1964,909.0,7.6
A Fistful of Fingers,1995,6.0,5.9
A Five Star Life,2013,31.0,5.5
A Flea In Her Ear,1968,1.0,5.0
A Flintstones Christmas Carol,1994,14.0,5.3
A Flower,1971,4.0,4.8
A Flying Jatt,2016,7.0,3.8
A Flying Ship,1979,6.0,5.3
A Fool,2015,7.0,7.4
A Fool There Was,1915,6.0,5.3
A Force of One,1979,22.0,3.6
A Foreign Affair,1948,24.0,6.7
A Foreign Affair,2003,4.0,5.8
A Fork in the Road,2010,12.0,6.2
"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times",2014,0.0,0.0
A Free Soul,1931,3.0,4.7
A French Gigolo,2008,17.0,5.4
A Friend Is a Treasure,1981,123.0,6.9
A Friend of Mine,2006,19.0,7.5
A Friend of the Deceased,1997,3.0,5.0
A Frozen Flower,2008,35.0,7.2
A Fugitive from the Past,1965,7.0,7.5
A Fuller Life,2013,2.0,7.0
A Funny Man,2011,14.0,6.9
A Funny Thing Happened on the Way to the Forum,1966,26.0,6.1
A Further Gesture,1997,0.0,0.0
A Gang Story,2011,88.0,6.7
A Garfield Christmas Special,1987,15.0,6.7
A Garibaldian in the Convent,1942,2.0,6.0
A Gathering of Cats,2007,3.0,2.7
A Gathering of Eagles,1963,7.0,6.4
A Gathering of Old Men,1987,1.0,7.0
A Generation,1955,12.0,7.0
A Genius Leaves the Hood - The Unauthorized Story of Jay Z,2014,2.0,6.0
"A Genius, Two Friends, and an Idiot",1975,27.0,6.6
A Gentle Breeze in the Village,2007,11.0,6.9
A Gentle Spirit,1987,3.0,7.7
A Gentle Woman,1969,15.0,6.8
A Gentleman's Game,2002,3.0,4.2
A German Life,2016,2.0,7.5
A Get2Gether,2005,1.0,6.0
A Ghost Story,2017,95.0,6.8
A Ghost in Monte Carlo,1990,1.0,4.0
A Gift Wrapped Christmas,2015,7.0,6.1
A Gift of Miracles,2015,15.0,5.9
A Gift with a Character,2014,4.0,6.3
A Girl Cut in Two,2007,19.0,6.0
A Girl Like Her,2015,82.0,7.2
A Girl Walks Home Alone at Night,2014,258.0,6.9
A Girl at My Door,2014,40.0,7.1
A Girl in Australia,1971,9.0,6.3
A Girl in Every Port,1928,2.0,6.5
A Girl in Every Port,1952,1.0,5.0
A Girl in the River: The Price of Forgiveness,2015,9.0,8.1
A Glimpse Inside the Mind of Charles Swan III,2012,28.0,4.2
A God Without a Universe,2015,1.0,4.0
A Golden Boy,2014,11.0,4.4
A Golden Christmas,2009,12.0,3.5
A Golden Christmas 3,2013,8.0,4.6
A Good American,2016,2.0,7.5
A Good Day to Die Hard,2013,3519.0,5.2
A Good Job: Stories of the FDNY,2014,0.0,0.0
A Good Lawyer's Wife,2003,9.0,6.3
A Good Man,2014,44.0,5.0
A Good Man in Africa,1994,11.0,5.2
A Good Marriage,1982,6.0,6.7
A Good Marriage,2014,119.0,5.1
A Good Night to Die,2003,1.0,2.5
A Good Old Fashioned Orgy,2011,94.0,5.9
A Good Wife,2017,6.0,7.0
A Good Woman,2004,39.0,6.0
A Good Year,2006,360.0,6.5
A Goofy Movie,1995,404.0,6.7
A Gorgeous Girl Like Me,1972,8.0,7.2
A Grain of Truth,2015,5.0,8.0
A Grand Day Out,1990,199.0,7.4
A Grand Night In: The Story of Aardman,2015,6.0,8.0
A Grande Família: O Filme,2007,14.0,5.5
A Grandpa for Christmas,2007,9.0,6.6
A Gray State,2017,1.0,0.0
A Great Day in Harlem,1994,2.0,7.0
A Great Wall,1986,0.0,0.0
A Grin Without a Cat,1977,4.0,8.3
A Guide To Recognizing Your Saints,2006,98.0,6.8
A Guide for the Married Man,1967,11.0,6.3
A Gun For Jennifer,1997,3.0,7.0
A Gun for One Hundred Graves,1968,4.0,5.8
A Gun in Each Hand,2012,13.0,6.5
A Guy Named Joe,1944,8.0,6.0
A Guy Thing,2003,85.0,5.3
A Guy and a Gal,1975,1.0,6.0
A Hand Shake,1892,7.0,2.3
A Handful of Dust,1988,6.0,5.9
A Happy Event,2011,67.0,6.0
A Hard Day,2014,89.0,6.7
A Hard Day's Night,1964,172.0,7.3
A Hatful of Rain,1957,3.0,7.3
A Haunted House,2013,523.0,5.4
A Haunted House 2,2014,352.0,5.4
A Haunting at Silver Falls,2013,29.0,4.6
A Hazard of Hearts,1987,2.0,7.3
A Heart in Winter,1992,32.0,7.5
A Heartbeat Away,2011,5.0,4.6
A Heartland Christmas,2010,14.0,7.4
A Hell of a Day,2001,3.0,7.0
A Hen in the Wind,1948,6.0,7.3
A Hero of Our Times,1955,4.0,7.3
A High Wind in Jamaica,1965,9.0,5.5
A Hijacking,2012,101.0,6.7
A Hill in Korea,1956,3.0,7.0
A History of Horror with Mark Gatiss,2010,3.0,9.0
A History of Violence,2005,850.0,6.9
A Hole in My Heart,2004,22.0,4.5
A Hole in the Head,1959,9.0,5.4
A Hole in the Head,1998,2.0,6.5
A Hole in the Soul,1994,0.0,0.0
A Holiday Engagement,2011,23.0,6.2
A Holiday Heist,2011,2.0,1.5
A Hologram for the King,2016,347.0,5.8
A Home at the End of the World,2004,45.0,6.8
A Home of Our Own,1993,14.0,7.0
A Horrible Way to Die,2010,27.0,5.1
A Horse for Danny,1995,1.0,5.0
A Horse for Summer,2015,3.0,8.0
A Hot Dog Program,1999,2.0,8.0
A Hound for Trouble,1951,0.0,0.0
A House In The Hills,1993,1.0,6.0
A House of Secrets: Exploring 'Dragonwyck',2008,0.0,0.0
A Huey P. Newton Story,2001,0.0,0.0
A Humble Life,1997,2.0,6.0
A Hungarian Fairy Tale,1987,0.0,0.0
A Hunting Accident,1978,5.0,4.9
A Is for Autism,1992,1.0,8.5
A Jitney Elopement,1915,5.0,5.5
A Job to Kill For,2006,0.0,0.0
A Journey Through Fairyland,1985,2.0,3.3
A Journey into Bliss,2004,1.0,6.0
A Jungle Book of Regulations,1974,4.0,7.0
A Justified Life: Sam Peckinpah and the High Country,2006,0.0,0.0
A Key to the Bedroom,2003,1.0,1.0
A Kid for Two Farthings,1956,4.0,6.1
A Kid in Aladdin's Palace,1998,5.0,4.2
A Kid in King Arthur's Court,1995,40.0,4.3
A Killer Among Friends,1992,4.0,5.5
A Killer Among Us,2012,4.0,4.3
A Kind of America 2,2008,6.0,7.2
A Kind of Loving,1962,12.0,7.9
A Kind of Murder,2016,74.0,5.5
A King in New York,1957,38.0,7.1
A Kiss Before Dying,1956,11.0,7.1
A Kiss Before Dying,1991,17.0,5.6
A Kiss at Midnight,2008,1.0,10.0
A Kiss for Corliss,1949,0.0,0.0
A Kiss in the Dark,1949,1.0,6.0
A Knight in Camelot,1998,25.0,5.1
A Knight's Tale,2001,933.0,6.6
A LEGO Brickumentary,2015,55.0,6.4
A Lady Takes a Chance,1943,3.0,7.5
A Lady Without Passport,1950,3.0,2.2
A Lady of Chance,1928,0.0,0.0
A Lake,2008,8.0,6.9
A Lamp In The Dark: The Untold History of the Bible,2009,2.0,3.3
A Late Quartet,2012,80.0,6.6
A Lawless Street,1955,10.0,4.6
A League of Ordinary Gentlemen,2004,0.0,0.0
A League of Their Own,1992,362.0,6.8
A Lesson Before Dying,1999,5.0,4.0
A Lesson in Love,1954,7.0,6.7
A Lesson in Romance,2014,2.0,4.0
A Letter for Evie,1946,1.0,7.0
A Letter from Death Row,1998,1.0,2.0
A Letter to Elia,2010,4.0,7.8
A Letter to Momo,2012,70.0,7.2
A Letter to Three Wives,1949,26.0,6.8
A Letter to Three Wives,1985,0.0,0.0
A Letter to Uncle Boonmee,2009,7.0,6.1
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2012,13.0,6.9
A Life Among Whales,2005,0.0,0.0
A Life Apart: Hasidism in America,1998,2.0,4.3
A Life Less Ordinary,1997,130.0,6.2
A Life for a Life,1916,1.0,5.0
A Life of Her Own,1950,3.0,4.8
A Light Beneath Their Feet,2016,3.0,6.3
A Limousine the Colour of Midsummer's Eve,1981,1.0,5.0
A Little Bit Zombie,2012,27.0,5.4
A Little Bit of Heaven,2011,205.0,6.2
A Little Bit of Soul,1998,2.0,5.0
A Little Chaos,2014,250.0,6.0
A Little Game,2014,6.0,6.2
A Little Help,2010,24.0,5.3
A Little Night Music,1977,1.0,7.5
A Little Night Music,2002,4.0,7.8
A Little Princess,1986,7.0,6.6
A Little Princess,1995,207.0,7.4
A Little Romance,1979,11.0,7.5
A Little Stiff,1991,0.0,0.0
A Little Thing Called Love,2010,35.0,7.5
A Little Trip to Heaven,2005,21.0,5.2
A Lizard in a Woman's Skin,1971,19.0,7.0
A Lonely Place to Die,2011,160.0,6.2
A Lonely Woman,1987,1.0,5.0
A Long Hot Summer,1999,7.0,6.1
A Long Ride from Hell,1968,3.0,4.0
A Long Story,2012,10.0,6.9
A Long Walk,2006,3.0,7.7
A Long Way Down,2014,356.0,6.2
A Long and Happy Life,1966,2.0,6.0
A Long and Happy Life,2013,3.0,6.3
A Lot Like Love,2005,329.0,6.5
A Lot Like You,2012,0.0,0.0
A Lovasíjász,2016,0.0,0.0
A Love Movie,2003,1.0,5.0
A Love Song for Bobby Long,2004,97.0,6.8
A Loving Father,2002,6.0,4.6
A Low Down Dirty Shame,1994,31.0,6.0
A Madea Christmas,2011,8.0,5.8
A Madea Christmas,2013,35.0,7.0
A Majority of One,1961,2.0,5.5
A Man Apart,2003,261.0,5.8
A Man Called Adam,1966,0.0,0.0
A Man Called Blade,1977,5.0,7.0
A Man Called Gannon,1968,0.0,0.0
A Man Called Hero,1999,12.0,5.0
A Man Called Horse,1970,58.0,6.6
A Man Called Magnum,1977,2.0,6.0
A Man Called Ove,2015,198.0,7.5
A Man Called Peter,1955,4.0,6.1
A Man Called Sarge,1990,1.0,2.0
A Man Called Sledge,1970,11.0,6.5
A Man Could Get Killed,1966,1.0,5.0
A Man Escaped,1956,93.0,8.0
A Man Named Pearl,2006,2.0,8.3
A Man Named Rocca,1961,2.0,6.5
A Man There Was,1917,11.0,6.6
A Man Vanishes,1967,6.0,7.1
A Man Who Was Superman,2008,15.0,7.3
A Man and a Woman,1966,33.0,7.2
A Man and a Woman: 20 Years Later,1986,2.0,6.0
A Man for All Seasons,1966,90.0,7.5
A Man for Burning,1962,2.0,6.0
A Man from Boulevard des Capucines,1987,11.0,7.0
A Man of No Importance,1994,2.0,6.5
A Man on His Knees,1979,1.0,4.0
A Man to Remember,1938,0.0,0.0
A Man with Warranty,2012,3.0,6.7
"A Man, a Horse, a Gun",1967,0.0,0.0
"A Man, a Woman and a Bank",1979,4.0,6.3
A Map For Saturday,2007,10.0,7.2
A Map of the World,1999,8.0,6.4
A Marine Story,2010,9.0,6.3
A Married Couple,1969,1.0,5.0
A Master Builder,2013,7.0,6.2
A Matador's Mistress,2008,29.0,5.8
A Matter of Dignity,1958,1.0,5.0
A Matter of Faith,2014,9.0,4.9
A Matter of Heart,2009,13.0,6.1
A Matter of Life and Death,1946,73.0,8.0
A Matter of Loaf and Death,2008,120.0,7.2
A Matter of Size,2009,5.0,6.4
A Matter of Taste,2000,5.0,5.8
A Matter of Time,1976,1.0,8.0
A Merry Friggin' Christmas,2014,68.0,4.7
A Message from Akira Kurosawa: For Beautiful Movies,2000,0.0,0.0
A Message to Garcia,1936,0.0,0.0
A Midnight Clear,1992,29.0,6.9
A Midsummer Night's Dream,1935,11.0,5.2
A Midsummer Night's Dream,1968,2.0,5.3
A Midsummer Night's Dream,1999,95.0,6.4
A Midsummer Night's Dream,2016,6.0,6.2
A Midsummer Night's Sex Comedy,1982,93.0,6.5
A Midsummer of Love,2009,11.0,5.4
A Midwinter's Tale,1995,6.0,7.5
A Mighty Heart,2007,97.0,6.7
A Mighty Wind,2003,75.0,6.6
A Million,2009,10.0,7.5
A Million Ways to Die in the West,2014,1494.0,5.8
A Million to Juan,1994,3.0,4.3
A Millionaire for Christy,1951,3.0,7.3
A Millionaire's First Love,2006,25.0,7.2
A Modern Affair,1996,1.0,5.0
A Modern Coed,1966,0.0,0.0
A Moment of Innocence,1996,23.0,8.0
A Moment to Remember,2004,75.0,7.6
A Monkey in Winter,1962,21.0,6.9
A Monkey's Tale,1999,7.0,6.3
A Monster Calls,2016,1023.0,6.8
A Monster in Paris,2011,323.0,6.5
A Monster with a Thousand Heads,2016,11.0,5.9
A Month by the Lake,1995,7.0,7.2
A Month in the Country,1987,10.0,5.9
A Month of Sundays,2016,4.0,6.0
A More Perfect Union,1989,1.0,6.5
A Morning Bath,1896,5.0,4.4
A Most Violent Year,2014,550.0,6.5
A Most Wanted Man,2014,545.0,6.5
A Mother Should Be Loved,1934,0.0,0.0
A Mother's Courage,2009,1.0,5.0
A Mother's Nightmare,2012,33.0,5.9
A Mother's Rage,2013,5.0,5.0
A Movie,1958,12.0,7.3
A Muppet Family Christmas,1987,15.0,6.7
A Muppets Christmas: Letters to Santa,2008,7.0,5.7
A Murder in the Park,2015,5.0,6.5
A Murder of Crows,1999,40.0,6.0
A Name for Evil,1973,0.0,0.0
A Nanny for Christmas,2010,12.0,5.2
A Nanny's Revenge,2012,2.0,5.3
A Necessary Death,2008,4.0,4.3
A Nest of Gentry,1969,2.0,5.5
A New Kind of Love,1963,2.0,6.5
A New Leaf,1971,29.0,7.1
A New Life,2002,11.0,7.0
A Night Full of Rain,1978,2.0,5.0
A Night In the Woods,2012,4.0,3.5
A Night Out,1915,10.0,5.5
A Night at the Movies: The Horrors of Stephen King,2011,3.0,7.7
A Night at the Movies: The Suspenseful World of Thrillers,2009,1.0,9.0
A Night at the Opera,1935,109.0,7.6
A Night at the Roxbury,1998,202.0,5.9
A Night for Dying Tigers,2010,1.0,4.0
A Night in Casablanca,1946,30.0,7.3
A Night in Heaven,1983,4.0,5.5
A Night in Old Mexico,2013,30.0,5.3
A Night in the Life of Jimmy Reardon,1988,16.0,4.9
A Night in the Show,1915,13.0,6.2
A Night to Remember,1942,2.0,7.3
A Night to Remember,1958,45.0,7.5
A Nightingale Falling,2014,3.0,6.8
A Nightmare,1896,11.0,6.8
A Nightmare in Las Cruces,2011,1.0,6.0
A Nightmare on Elm Street,1984,1212.0,7.2
A Nightmare on Elm Street,2010,771.0,5.5
A Nightmare on Elm Street 3: Dream Warriors,1987,363.0,6.5
A Nightmare on Elm Street 4: The Dream Master,1988,287.0,5.8
A Nightmare on Elm Street 5: The Dream Child,1989,251.0,5.5
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,367.0,5.7
A Note of Triumph: The Golden Age of Norman Corwin,2005,0.0,0.0
A Novel Romance,2015,17.0,6.3
A Nutcracker Christmas,2016,5.0,6.2
A Nymphoid Barbarian in Dinosaur Hell,1990,9.0,2.3
A One-Way Trip to Antibes,2011,2.0,6.0
A Page of Madness,1926,18.0,7.8
A Pain in the Ass,2008,8.0,5.4
A Paralyzing Fear: The Story of Polio in America,1998,0.0,0.0
A Parting Shot,2007,0.0,0.0
A Passage to India,1984,69.0,6.8
A Patch of Blue,1965,27.0,7.6
A Patriotic Man,2013,2.0,6.5
A Perfect Candidate,1996,2.0,5.3
A Perfect Christmas List,2014,0.0,0.0
A Perfect Couple,1979,2.0,3.5
A Perfect Day,2008,19.0,6.6
A Perfect Day,2015,194.0,6.6
A Perfect Ending,2012,24.0,6.0
A Perfect Fake,2005,0.0,0.0
A Perfect Family,2012,33.0,6.6
A Perfect Getaway,2009,355.0,6.2
A Perfect Man,2013,14.0,4.8
A Perfect Man,2015,141.0,7.0
A Perfect Murder,1998,320.0,6.3
A Perfect World,1993,376.0,7.2
A Performance of Macbeth,1979,2.0,5.0
A Perry Mason Mystery: The Case of the Grimacing Governor,1994,1.0,8.0
A Perry Mason Mystery: The Case of the Jealous Jokester,1995,3.0,7.3
A Personal Journey with Martin Scorsese Through American Movies,1995,31.0,8.3
A Phantasy,1952,5.0,6.6
A Piece of the Action,1977,4.0,6.5
A Pig's Tale,1996,7.0,6.5
A Pigeon Sat on a Branch Reflecting on Existence,2014,107.0,6.6
A Pistol for Ringo,1965,12.0,6.0
A Place Called Chiapas,1998,5.0,6.9
A Place Called Today,1972,0.0,0.0
A Place at the Table,2012,7.0,6.9
A Place in the Sun,1951,87.0,6.9
A Place in the Sun,2012,6.0,6.7
A Place in the World,1992,9.0,7.0
A Place in the World,2001,6.0,3.5
A Place of One's Own,1945,7.0,4.3
A Plasticine Crow,1981,10.0,5.6
A Plumm Summer,2007,3.0,5.7
A Poem is a Naked Person,1974,2.0,9.0
A Pool Without Water,1982,2.0,5.0
A Prairie Home Companion,2006,84.0,6.4
A Prayer for Rain,2013,12.0,5.9
A Prayer for the Dying,1987,16.0,6.1
A Price Above Rubies,1998,6.0,5.9
A Prince (almost) Charming,2013,16.0,5.2
A Prince for Christmas,2015,8.0,6.1
A Princess for Christmas,2011,56.0,6.4
A Private Affair,2002,4.0,4.1
A Private Function,1984,12.0,5.8
A Promise,2013,45.0,5.9
A Prophet,2009,398.0,7.5
A Pure Formality,1994,59.0,7.7
A Pyromaniac's Love Story,1995,2.0,7.0
A Question of Silence,1982,5.0,6.2
A Quiet Life,2010,22.0,6.4
A Quiet Outpost,2011,5.0,4.4
A Quiet Passion,2016,26.0,7.5
A Quiet Place in the Country,1968,9.0,5.3
A Quiet Place to Kill,1970,3.0,5.7
A Rage in Harlem,1991,17.0,5.8
A Raisin in the Sun,1961,26.0,7.1
A Raisin in the Sun,2008,11.0,5.4
A Real American Hero,1978,0.0,0.0
A Real Dad,2008,2.0,3.0
A Real Young Girl,1976,38.0,5.4
"A Reason to Live, a Reason to Die",1972,11.0,5.9
A Reflection of Fear,1973,2.0,8.0
A Report on the Party and the Guests,1966,5.0,7.0
A Resurrection,2013,14.0,3.9
A Return to Salem's Lot,1987,18.0,4.4
A Reunion,2014,0.0,0.0
A Ring by Spring,2014,5.0,5.4
A Ring of Endless Light,2002,5.0,5.8
A River Called Titas,1973,3.0,4.2
A River Runs Through It,1992,241.0,7.0
A Room for Romeo Brass,1999,18.0,7.3
A Room with a View,1985,164.0,6.9
A Royal Affair,2012,244.0,7.2
A Royal Christmas,2014,37.0,6.1
A Royal Night Out,2015,84.0,6.3
A Royal Scandal,1945,5.0,5.5
A Rumor Of War,1980,1.0,0.0
A Rumor of Angels,2000,7.0,6.5
A Run for Your Money,1949,1.0,7.0
A Safe Place,1971,4.0,6.3
A Scandal in Paris,1946,5.0,6.3
A Scanner Darkly,2006,540.0,6.8
A Scene at the Sea,1991,27.0,7.1
A Screaming Man,2010,9.0,5.0
A Season for Miracles,1999,4.0,7.5
A Season on the Brink,2002,0.0,0.0
A Second Chance,2013,16.0,5.3
A Second Chance,2014,42.0,6.7
A Second Childhood,2010,6.0,6.8
A Secret,2007,41.0,6.7
A Self-Made Hero,1996,13.0,6.1
A Sense of History,1992,5.0,7.4
A Separation,2011,474.0,7.8
A Serbian Film,2010,408.0,5.5
A Serious Game,2016,2.0,8.0
A Serious Man,2009,492.0,6.6
A Shine of Rainbows,2009,14.0,6.3
A Shock to the System,1990,24.0,6.7
A Short Film About John Bolton,2003,3.0,5.3
A Short Film About Killing,1989,58.0,7.6
A Short Film About Love,1988,65.0,7.9
A Short History of Decay,2014,2.0,6.0
A Shot at Glory,2000,10.0,5.3
A Shot in the Dark,1964,115.0,7.2
A Show of Force,1990,3.0,3.7
A Shriek in the Night,1933,4.0,3.5
A Silent Voice,2016,157.0,8.1
A Simple Curve,2005,4.0,6.0
A Simple Life,2011,45.0,6.9
A Simple Plan,1998,191.0,6.9
A Simple Promise,2008,0.0,0.0
A Simple Story,1991,1.0,8.0
A Simple Twist of Fate,1994,26.0,5.7
A Simple Wish,1997,46.0,5.5
A Single Girl,1995,8.0,6.8
A Single Man,2009,475.0,7.3
A Single Shot,2013,92.0,5.7
A Sinner in Mecca,2015,3.0,7.7
A Sister's Nightmare,2013,7.0,5.4
A Sister's Revenge,2013,4.0,3.3
A Sister's Secret,2009,4.0,2.8
A Sixth Part of the World,1926,5.0,8.8
A Skin Too Few: The Days of Nick Drake,2002,6.0,7.3
A Slave of Love,1976,8.0,5.3
A Slight Case of Murder,1938,8.0,5.3
A Slipping Down Life,1999,2.0,2.5
A Slit-Mouthed Woman,2007,26.0,4.8
A Small Act,2010,0.0,0.0
A Small Circle of Friends,1980,1.0,6.0
A Small September Affair,2014,20.0,7.4
A Small Town in Texas,1976,3.0,5.7
A Smile Like Yours,1997,6.0,3.2
A Smoky Mountain Christmas,1986,2.0,4.0
A Snake of June,2002,29.0,6.7
A Soldier's Daughter Never Cries,1998,5.0,7.0
A Soldier's Plaything,1930,0.0,0.0
A Soldier's Story,1984,54.0,6.2
A Soldier's Sweetheart,1998,1.0,7.0
A Soldier's Tale,1988,1.0,5.0
A Somewhat Gentle Man,2010,30.0,6.4
A Song Is Born,1948,10.0,6.4
A Song for Martin,2001,3.0,6.5
A Song of Lisbon,1933,12.0,8.0
A Song of Love,1950,33.0,7.7
A Song to Remember,1945,4.0,6.3
A Sound of Thunder,2005,111.0,4.8
A Southern Yankee,1948,1.0,6.0
A Space Program,2015,0.0,0.0
A Special Cop in Action,1976,5.0,6.6
A Special Day,1977,79.0,7.7
A Special Day,2012,5.0,4.8
A Spell to Ward Off the Darkness,2013,6.0,7.2
A Spring for the Thirsty,1965,2.0,8.5
A Stand Up Guy,2016,5.0,4.1
A Star Athlete,1937,0.0,0.0
A Star Is Born,1937,24.0,6.3
A Star Is Born,1954,56.0,7.1
A Star Is Born,1976,22.0,5.7
A Star for Christmas,2012,10.0,5.4
A Star for Two,1991,0.0,0.0
A Stolen Life,1946,8.0,7.6
