title,release_date,budget,revenue,return,directores
The Client,1994-07-20,45000000.0,117615211.0,2.613671355555556,Joel Schumacher
"Corrina, Corrina",1994-08-12,0.0,0.0,0.0,Jessie Nelson
Crooklyn,1994-05-13,0.0,0.0,0.0,Spike Lee
The Crow,1994-05-11,15000000.0,94000000.0,6.266666666666667,Alex Proyas
Cobb,1994-12-02,0.0,1007583.0,0.0,Ron Shelton
The Flintstones,1994-05-26,46000000.0,341631208.0,7.426765391304348,Brian Levant
Forrest Gump,1994-07-06,55000000.0,677945399.0,12.326279981818182,Robert Zemeckis
Four Weddings and a Funeral,1994-03-09,6000000.0,254700832.0,42.45013866666667,Mike Newell
Higher Learning,1995-01-11,0.0,38290723.0,0.0,John Singleton
I Like It Like That,1994-10-14,0.0,1777020.0,0.0,Darnell Martin
I Love Trouble,1994-06-29,45000000.0,61947267.0,1.3766059333333334,Charles Shyer
It Could Happen to You,1994-07-29,0.0,0.0,0.0,Andrew Bergman
The Jungle Book,1994-12-23,0.0,0.0,0.0,Stephen Sommers
"The Wonderful, Horrible Life of Leni Riefenstahl",1993-09-11,0.0,449707.0,0.0,Ray Müller
The Lion King,1994-06-23,45000000.0,788241776.0,17.516483911111113,Rob Minkoff
The Lion King,1994-06-23,45000000.0,788241776.0,17.516483911111113,Roger Allers
Little Buddha,1993-12-01,35000000.0,4858139.0,0.1388039714285714,Bernardo Bertolucci
New Nightmare,1994-10-13,14000000.0,18090181.0,1.2921557857142858,Wes Craven
The Mask,1994-07-29,23000000.0,351583407.0,15.286235086956522,Chuck Russell
Maverick,1994-05-20,0.0,0.0,0.0,Richard Donner
Mrs. Parker and the Vicious Circle,1994-09-07,0.0,0.0,0.0,Alan Rudolph
The Naked Gun 33⅓: The Final Insult,1994-03-18,30000000.0,51132598.0,1.7044199333333334,Peter Segal
The Paper,1994-03-18,6000000.0,0.0,0.0,Ron Howard
Reality Bites,1994-02-18,11500000.0,20079850.0,1.7460739130434784,Ben Stiller
Red Rock West,1993-07-08,8000000.0,2000000.0,0.25,John Dahl
Ri¢hie Ri¢h,1994-12-19,40000000.0,0.0,0.0,Donald Petrie
Safe Passage,1994-12-01,0.0,0.0,0.0,Robert Allan Ackerman
The River Wild,1994-09-30,45000000.0,0.0,0.0,Curtis Hanson
Speed,1994-06-09,30000000.0,350448145.0,11.681604833333331,Jan de Bont
Speechless,1994-12-16,0.0,0.0,0.0,Ron Underwood
Timecop,1994-09-15,27000000.0,101646581.0,3.764688185185185,Peter Hyams
True Lies,1994-07-14,115000000.0,378882411.0,3.2946296608695653,James Cameron
When a Man Loves a Woman,1994-04-29,0.0,50021959.0,0.0,Luis Mandoki
Wolf,1994-06-17,0.0,0.0,0.0,Mike Nichols
Wyatt Earp,1994-06-24,63000000.0,25052000.0,0.3976507936507936,Lawrence Kasdan
Bad Company,1995-01-20,0.0,0.0,0.0,Damian Harris
A Man of No Importance,1994-12-22,0.0,953.0,0.0,Suri Krishnamma
S.F.W.,1994-09-15,0.0,0.0,0.0,Jefery Levy
A Low Down Dirty Shame,1994-11-23,10000000.0,29392418.0,2.9392418,Keenen Ivory Wayans
"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.0,0.0,0.0,Brian Sloan
"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.0,0.0,0.0,Raoul O'Connell
"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.0,0.0,0.0,Robert Lee King
Colonel Chabert,1994-01-01,0.0,0.0,0.0,Yves Angelo
"Faster, Pussycat! Kill! Kill!",1965-08-06,45000.0,0.0,0.0,Russ Meyer
Jason's Lyric,1994-09-28,7000000.0,20851521.0,2.9787887142857143,Doug McHenry
The Secret Adventures of Tom Thumb,1993-12-10,0.0,0.0,0.0,Dave Borthwick
Street Fighter,1994-12-22,35000000.0,99423521.0,2.8406720285714284,Steven E. de Souza
Coldblooded,1995-09-15,0.0,0.0,0.0,Wallace Wolodarsky
Desert Winds,1997-12-31,0.0,0.0,0.0,Michael A. Nickles
Fall Time,1995-05-13,0.0,0.0,0.0,Paul Warner
The Fear,1995-01-20,0.0,0.0,0.0,Vincent Robert
Frank and Ollie,1995-10-20,0.0,0.0,0.0,Theodore Thomas
Girl in the Cadillac,1995-10-24,0.0,0.0,0.0,Lucas Platt
Homage,1995-05-03,0.0,0.0,0.0,Ross Kagan Marks
Mirage,1995-11-21,0.0,0.0,0.0,Paul Williams
Open Season,1996-05-03,0.0,0.0,0.0,Robert Wuhl
Dos Crímenes,1995-05-26,0.0,0.0,0.0,Roberto Sneider
Brother Minister: The Assassination of Malcolm X,1995-03-01,0.0,0.0,0.0,Jack Baxter
Brother Minister: The Assassination of Malcolm X,1995-03-01,0.0,0.0,0.0,Jefri Aalmuhammed
Highlander: The Final Dimension,1994-11-29,26000000.0,36800000.0,1.4153846153846157,Andrew Morahan
Federal Hill,1995-02-24,0.0,0.0,0.0,Michael Corrente
In the Mouth of Madness,1994-12-12,8000000.0,8946600.0,1.118325,John Carpenter
8 Seconds,1994-02-25,0.0,0.0,0.0,John G. Avildsen
Above the Rim,1994-03-23,0.0,0.0,0.0,Jeff Pollack
Addams Family Values,1993-11-19,0.0,48919043.0,0.0,Barry Sonnenfeld
Martin Lawrence: You So Crazy,1994-04-27,0.0,0.0,0.0,Thomas Schlamme
The Age of Innocence,1993-09-17,34000000.0,32255440.0,0.948689411764706,Martin Scorsese
Airheads,1994-08-05,0.0,0.0,0.0,Michael Lehmann
The Air Up There,1994-01-07,17080000.0,21011500.0,1.2301814988290398,Paul Michael Glaser
Another Stakeout,1993-07-22,0.0,0.0,0.0,John Badham
Bad Girls,1994-04-22,0.0,15240435.0,0.0,Jonathan Kaplan
Barcelona,1994-07-29,3200000.0,0.0,0.0,Whit Stillman
Being Human,1994-05-06,40000000.0,0.0,0.0,Bill Forsyth
The Beverly Hillbillies,1993-10-15,0.0,0.0,0.0,Penelope Spheeris
Beverly Hills Cop III,1994-05-24,50000000.0,119208989.0,2.38417978,John Landis
Black Beauty,1994-07-29,0.0,0.0,0.0,Caroline Thompson
Blink,1994-01-26,0.0,16668552.0,0.0,Michael Apted
Blown Away,1994-07-01,0.0,30156002.0,0.0,Stephen Hopkins
Blue Chips,1994-02-18,0.0,0.0,0.0,William Friedkin
Blue Sky,1994-09-16,0.0,0.0,0.0,Tony Richardson
Body Snatchers,1993-06-09,13000000.0,428868.0,0.0329898461538461,Abel Ferrara
Boxing Helena,1993-06-18,0.0,1796389.0,0.0,Jennifer Chambers Lynch
A Bronx Tale,1993-09-14,22000000.0,17287898.0,0.7858135454545454,Robert De Niro
Cabin Boy,1994-01-07,0.0,3662459.0,0.0,Adam Resnick
Calendar Girl,1993-09-03,13000000.0,2570145.0,0.1977034615384615,John Whitesell
Carlito's Way,1993-11-10,30000000.0,36516012.0,1.2172004,Brian De Palma
City Slickers II: The Legend of Curly's Gold,1994-06-10,0.0,0.0,0.0,Paul Weiland
Clean Slate,1994-05-06,0.0,7355425.0,0.0,Mick Jackson
Cliffhanger,1993-05-28,70000000.0,255000211.0,3.642860157142857,Renny Harlin
Coneheads,1993-07-23,0.0,0.0,0.0,Steve Barron
Color of Night,1994-08-19,40000000.0,19726050.0,0.49315125,Richard Rush
Cops & Robbersons,1994-04-15,0.0,0.0,0.0,Michael Ritchie
The Cowboy Way,1994-06-03,0.0,0.0,0.0,Gregg Champion
Dangerous Game,1993-11-19,0.0,0.0,0.0,Abel Ferrara
Dave,1993-05-07,0.0,63000000.0,0.0,Ivan Reitman
Dazed and Confused,1993-09-24,6900000.0,7993039.0,1.1584114492753623,Richard Linklater
Demolition Man,1993-10-08,57000000.0,159055768.0,2.7904520701754385,Marco Brambilla
The Endless Summer 2,1994-06-03,0.0,0.0,0.0,Bruce Brown
Even Cowgirls Get the Blues,1994-05-13,8000000.0,0.0,0.0,Gus Van Sant
Fatal Instinct,1993-10-29,0.0,0.0,0.0,Carl Reiner
Farewell My Concubine,1993-09-16,0.0,0.0,0.0,Chen Kaige
The Favor,1994-04-29,0.0,0.0,0.0,Donald Petrie
Fearless,1993-10-15,0.0,0.0,0.0,Peter Weir
Fear of a Black Hat,1994-10-28,0.0,0.0,0.0,Rusty Cundieff
With Honors,1994-04-29,0.0,0.0,0.0,Alek Keshishian
Flesh and Bone,1993-11-05,0.0,9488998.0,0.0,Steve Kloves
Widows' Peak,1994-05-13,0.0,0.0,0.0,John Irvin
For Love or Money,1993-10-01,30000000.0,11146270.0,0.3715423333333333,Barry Sonnenfeld
The Firm,1993-06-30,42000000.0,270248367.0,6.434484928571429,Sydney Pollack
Free Willy,1993-07-16,20000000.0,153698625.0,7.68493125,Simon Wincer
Fresh,1994-08-24,0.0,0.0,0.0,Boaz Yakin
The Fugitive,1993-08-06,44000000.0,368875760.0,8.38354,Andrew Davis
Geronimo: An American Legend,1993-12-10,35000000.0,18635620.0,0.5324462857142858,Walter Hill
The Getaway,1994-02-11,0.0,30.0,0.0,Roger Donaldson
Getting Even with Dad,1994-06-17,30000000.0,0.0,0.0,Howard Deutch
Go Fish,1994-06-10,0.0,0.0,0.0,Rose Troche
A Good Man in Africa,1994-07-14,0.0,0.0,0.0,Bruce Beresford
Guilty as Sin,1993-06-04,0.0,22886222.0,0.0,Sidney Lumet
Hard Target,1993-08-20,18000000.0,74189677.0,4.121648722222222,John Woo
Heaven & Earth,1993-12-24,33000000.0,0.0,0.0,Oliver Stone
Hot Shots! Part Deux,1993-05-21,25000000.0,133752825.0,5.350113,Jim Abrahams
Live Nude Girls,1995-12-08,0.0,0.0,0.0,Julianna Lavin
The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,0.0,0.0,0.0,Christopher Monger
The House of the Spirits,1993-10-19,25000000.0,0.0,0.0,Bille August
House Party 3,1994-01-01,0.0,0.0,0.0,Eric Meza
The Hudsucker Proxy,1994-03-11,30000000.0,0.0,0.0,Joel Coen
I'll Do Anything,1994-02-04,40000000.0,0.0,0.0,James L. Brooks
In the Army Now,1994-08-12,0.0,28881266.0,0.0,"Daniel Petrie, Jr."
In the Line of Fire,1993-07-08,40000000.0,176997168.0,4.4249292,Wolfgang Petersen
In the Name of the Father,1993-12-12,13000000.0,65796862.0,5.0612970769230765,Jim Sheridan
The Inkwell,1994-04-22,0.0,8880705.0,0.0,Matty Rich
What's Love Got to Do with It,1993-06-09,0.0,0.0,0.0,Brian Gibson
Jimmy Hollywood,1994-03-30,30000000.0,0.0,0.0,Barry Levinson
Judgment Night,1993-10-15,0.0,12136938.0,0.0,Stephen Hopkins
Jurassic Park,1993-06-11,63000000.0,920100000.0,14.604761904761904,Steven Spielberg
Kalifornia,1993-09-01,9000000.0,2395231.0,0.2661367777777778,Dominic Sena
Killing Zoe,1993-10-01,1500000.0,418961.0,0.2793073333333333,Roger Avary
King of the Hill,1993-08-20,0.0,0.0,0.0,Steven Soderbergh
Lassie,1994-07-22,0.0,0.0,0.0,Daniel Petrie
Last Action Hero,1993-06-18,85000000.0,137298489.0,1.6152763411764706,John McTiernan
Life With Mikey,1993-06-04,0.0,0.0,0.0,James Lapine
Lightning Jack,1994-03-11,0.0,0.0,0.0,Simon Wincer
Lightning Jack,1994-03-11,0.0,0.0,0.0,Paul Hogan
Lightning Jack,1994-03-11,0.0,0.0,0.0,Greg Coote
M. Butterfly,1993-09-09,0.0,1499795.0,0.0,David Cronenberg
Made in America,1993-05-27,22000000.0,0.0,0.0,Richard Benjamin
Malice,1993-09-29,0.0,46405336.0,0.0,Harold Becker
The Man without a Face,1993-08-25,0.0,24760338.0,0.0,Mel Gibson
Manhattan Murder Mystery,1993-08-18,13500000.0,11285588.0,0.8359694814814815,Woody Allen
Menace II Society,1993-05-26,3500000.0,27900000.0,7.9714285714285715,Allen Hughes
Menace II Society,1993-05-26,3500000.0,27900000.0,7.9714285714285715,Albert Hughes
Executive Decision,1996-03-15,55000000.0,121969216.0,2.217622109090909,Stuart Baird
In the Realm of the Senses,1976-05-15,0.0,0.0,0.0,Nagisa Ōshima
What Happened Was...,1994-09-09,0.0,0.0,0.0,Tom Noonan
Much Ado About Nothing,1993-05-07,8000000.0,0.0,0.0,Kenneth Branagh
Mr. Jones,1993-10-08,0.0,0.0,0.0,Mike Figgis
Mr. Wonderful,1993-10-15,0.0,0.0,0.0,Anthony Minghella
Mrs. Doubtfire,1993-11-24,25000000.0,441286195.0,17.6514478,Chris Columbus
Naked,1993-09-14,0.0,0.0,0.0,Mike Leigh
The Next Karate Kid,1994-07-18,12000000.0,15826984.0,1.3189153333333334,Christopher Cain
The New Age,1994-09-16,0.0,0.0,0.0,Michael Tolkin
No Escape,1994-04-29,20000000.0,15340000.0,0.767,Martin Campbell
North,1994-07-22,40000000.0,0.0,0.0,Rob Reiner
Orlando,1992-09-01,4000000.0,0.0,0.0,Sally Potter
A Perfect World,1993-11-24,30000000.0,135130999.0,4.504366633333333,Clint Eastwood
Philadelphia,1993-12-22,26000000.0,206678440.0,7.949170769230769,Jonathan Demme
The Piano,1993-05-19,7000000.0,116700000.0,16.67142857142857,Jane Campion
Poetic Justice,1993-07-23,14000000.0,27515786.0,1.9654132857142856,John Singleton
The Program,1993-09-24,0.0,23042200.0,0.0,David S. Ward
The Puppet Masters,1994-10-21,0.0,8638072.0,0.0,Stuart Orme
Radioland Murders,1994-10-21,0.0,0.0,0.0,Mel Smith
The Ref,1994-03-09,11000000.0,11439193.0,1.0399266363636364,Ted Demme
The Remains of the Day,1993-11-05,11500000.0,23237911.0,2.0206879130434783,James Ivory
Renaissance Man,1994-06-03,40000000.0,24332324.0,0.6083081,Penny Marshall
Rising Sun,1993-07-30,0.0,107198790.0,0.0,Philip Kaufman
The Road to Wellville,1994-10-28,0.0,0.0,0.0,Alan Parker
RoboCop 3,1993-04-17,22000000.0,10696210.0,0.4861913636363636,Fred Dekker
Robin Hood: Men in Tights,1993-07-28,20000000.0,35739755.0,1.78698775,Mel Brooks
Romeo Is Bleeding,1993-09-13,11500000.0,3275585.0,0.2848334782608696,Peter Medak
Romper Stomper,1992-03-05,0.0,0.0,0.0,Geoffrey Wright
Ruby in Paradise,1993-10-08,800000.0,1001437.0,1.25179625,Victor Nunez
Rudy,1993-09-17,12000000.0,22750363.0,1.8958635833333333,David Anspaugh
The Saint of Fort Washington,1993-11-03,0.0,0.0,0.0,Tim Hunter
Savage Nights,1992-08-19,0.0,0.0,0.0,Cyril Collard
Schindler's List,1993-11-29,22000000.0,321365567.0,14.607525772727271,Steven Spielberg
The Scout,1994-09-30,0.0,0.0,0.0,Michael Ritchie
Searching for Bobby Fischer,1993-08-13,0.0,7266383.0,0.0,Steven Zaillian
Second Best,1994-09-30,0.0,0.0,0.0,Chris Menges
The Secret Garden,1993-08-13,0.0,0.0,0.0,Agnieszka Holland
Serial Mom,1994-04-13,13000000.0,7820688.0,0.6015913846153846,John Waters
The Shadow,1994-07-01,25000000.0,48063435.0,1.9225374,Russell Mulcahy
Shadowlands,1993-12-25,22000000.0,0.0,0.0,Richard Attenborough
Short Cuts,1993-09-05,0.0,6110979.0,0.0,Robert Altman
A Simple Twist of Fate,1994-09-02,0.0,0.0,0.0,Gillies MacKinnon
Sirens,1993-10-01,0.0,7770731.0,0.0,John Duigan
Six Degrees of Separation,1993-12-08,0.0,0.0,0.0,Fred Schepisi
Sleepless in Seattle,1993-06-24,21000000.0,227799884.0,10.847613523809525,Nora Ephron
Sliver,1993-05-21,40000000.0,116300000.0,2.9075,Phillip Noyce
Blade Runner,1982-06-25,28000000.0,33139618.0,1.1835577857142856,Ridley Scott
Son in Law,1993-07-02,0.0,36448200.0,0.0,Steve Rash
So I Married an Axe Murderer,1993-07-30,20000000.0,11585483.0,0.57927415,Thomas Schlamme
Striking Distance,1993-09-17,30.0,0.0,0.0,Rowdy Herrington
Harem,1985-11-20,0.0,0.0,0.0,Arthur Joffé
Super Mario Bros.,1993-05-28,48000000.0,20915465.0,0.4357388541666667,Annabel Jankel
Super Mario Bros.,1993-05-28,48000000.0,20915465.0,0.4357388541666667,Rocky Morton
Surviving the Game,1994-04-15,7400000.0,7690013.0,1.039190945945946,Ernest R. Dickerson
Terminal Velocity,1994-09-23,50000000.0,16478900.0,0.329578,Deran Sarafian
Thirty Two Short Films About Glenn Gould,1993-11-26,0.0,0.0,0.0,François Girard
Threesome,1994-04-08,0.0,0.0,0.0,Andrew Fleming
The Nightmare Before Christmas,1993-10-09,18000000.0,75634409.0,4.201911611111111,Henry Selick
The Three Musketeers,1993-11-11,30000000.0,53898845.0,1.7966281666666666,Stephen Herek
Tombstone,1993-12-25,25000000.0,56505065.0,2.2602026,George P. Cosmatos
Trial by Jury,1994-09-09,0.0,0.0,0.0,Heywood Gould
True Romance,1993-09-09,12500000.0,12281551.0,0.98252408,Tony Scott
The War Room,1993-12-05,0.0,0.0,0.0,Chris Hegedus
The War Room,1993-12-05,0.0,0.0,0.0,D.A. Pennebaker
The Pagemaster,1994-11-23,27000000.0,13670688.0,0.5063217777777778,Pixote Hunt
The Pagemaster,1994-11-23,27000000.0,13670688.0,0.5063217777777778,Joe Johnston
The Pagemaster,1994-11-23,27000000.0,13670688.0,0.5063217777777778,Maurice Hunt
"Paris, France",1994-02-04,0.0,0.0,0.0,Jerry Ciccoritti
"The Beans of Egypt, Maine",1994-01-01,0.0,0.0,0.0,Jennifer Warren
Killer,1994-09-14,0.0,0.0,0.0,Mark Malone
Welcome to the Dollhouse,1995-05-24,0.0,0.0,0.0,Todd Solondz
Germinal,1993-09-29,0.0,0.0,0.0,Claude Berri
Chasers,1994-04-22,0.0,1596687.0,0.0,Dennis Hopper
Cronos,1993-09-12,0.0,0.0,0.0,Guillermo del Toro
Naked in New York,1993-11-10,0.0,0.0,0.0,Daniel Algrant
Kika,1993-10-28,0.0,0.0,0.0,Pedro Almodóvar
Bhaji on the Beach,1994-01-21,0.0,0.0,0.0,Gurinder Chadha
Little Big League,1994-06-29,0.0,0.0,0.0,Andrew Scheinman
The Slingshot,1993-09-24,0.0,0.0,0.0,Åke Sandgren
Wide Eyed and Legless,1993-09-05,0.0,0.0,0.0,Richard Loncraine
Foreign Student,1994-07-29,0.0,0.0,0.0,Eva Sereny
"Ciao, Professore!",1992-10-01,0.0,0.0,0.0,Lina Wertmüller
Spanking the Monkey,1994-01-15,200000.0,0.0,0.0,David O. Russell
The Little Rascals,1994-08-05,0.0,67308282.0,0.0,Penelope Spheeris
À la mode,1993-09-10,0.0,0.0,0.0,Rémy Duchemin
Andre,1994-08-17,0.0,0.0,0.0,George T. Miller
The Escort,1993-01-01,0.0,0.0,0.0,Ricky Tognazzi
Princess Caraboo,1994-09-16,0.0,3021629.0,0.0,Michael Austin
The Celluloid Closet,1996-01-30,0.0,0.0,0.0,Jeffrey Friedman
The Celluloid Closet,1996-01-30,0.0,0.0,0.0,Rob Epstein
Café au Lait,1993-01-01,0.0,0.0,0.0,Mathieu Kassovitz
Dear Diary,1993-10-12,0.0,0.0,0.0,Nanni Moretti
I Don't Want to Talk About It,1993-05-20,0.0,0.0,0.0,María Luisa Bemberg
The Brady Bunch Movie,1995-02-16,0.0,0.0,0.0,Betty Thomas
Home Alone,1990-11-09,18000000.0,476684675.0,26.482481944444444,Chris Columbus
Ghost,1990-07-12,22000000.0,505000000.0,22.954545454545453,Jerry Zucker
Aladdin,1992-11-25,28000000.0,504050219.0,18.001793535714285,John Musker
Aladdin,1992-11-25,28000000.0,504050219.0,18.001793535714285,Ron Clements
Terminator 2: Judgment Day,1991-07-01,100000000.0,520000000.0,5.2,James Cameron
Dances with Wolves,1990-11-09,22000000.0,424208848.0,19.28222036363636,Kevin Costner
Tough and Deadly,1995-02-14,0.0,0.0,0.0,Steve Cohen
Batman,1989-06-23,35000000.0,411348924.0,11.7528264,Tim Burton
The Silence of the Lambs,1991-02-01,19000000.0,272742922.0,14.354890631578948,Jonathan Demme
Snow White and the Seven Dwarfs,1937-12-20,1488423.0,184925486.0,124.24256142239136,David Hand
Beauty and the Beast,1991-11-13,25000000.0,377350553.0,15.09402212,Gary Trousdale
Beauty and the Beast,1991-11-13,25000000.0,377350553.0,15.09402212,Kirk Wise
Pinocchio,1940-02-23,2600000.0,84300000.0,32.42307692307692,Hamilton Luske
Pinocchio,1940-02-23,2600000.0,84300000.0,32.42307692307692,Ben Sharpsteen
Pretty Woman,1990-03-23,14000000.0,463000000.0,33.07142857142857,Garry Marshall
Window to Paris,1993-12-01,0.0,0.0,0.0,Yuri Mamin
The Wild Bunch,1969-06-17,6244087.0,638641.0,0.1022793244232503,Sam Peckinpah
Love and a .45,1994-11-23,0.0,0.0,0.0,C.M. Talkington
The Wooden Man's Bride,1994-02-05,0.0,0.0,0.0,Huang Jianxin
A Great Day in Harlem,1994-09-27,0.0,0.0,0.0,Jean Bach
Bye Bye Love,1995-03-16,0.0,0.0,0.0,Sam Weisman
One Fine Day,1996-12-20,0.0,97529550.0,0.0,Michael Hoffman
Candyman: Farewell to the Flesh,1995-03-17,0.0,13940383.0,0.0,Bill Condon
Century,1993-12-31,0.0,0.0,0.0,Stephen Poliakoff
Fargo,1996-04-05,7000000.0,60611975.0,8.65885357142857,Joel Coen
Homeward Bound II: Lost in San Francisco,1996-03-08,0.0,32709423.0,0.0,David R. Ellis
Heavy Metal,1981-08-07,9300000.0,0.0,0.0,Gerald Potterton
Hellraiser: Bloodline,1996-03-08,4000000.0,16675000.0,4.16875,Joe Chappelle
Hellraiser: Bloodline,1996-03-08,4000000.0,16675000.0,4.16875,Kevin Yagher
The Pallbearer,1996-05-03,8000000.0,0.0,0.0,Matt Reeves
Jane Eyre,1996-02-09,0.0,0.0,0.0,Franco Zeffirelli
Loaded,1996-04-12,500000.0,0.0,0.0,Anna Campion
Bread and Chocolate,1974-05-05,0.0,0.0,0.0,Franco Brusati
The Aristocats,1970-12-23,4000000.0,55675257.0,13.91881425,Wolfgang Reitherman
The Flower of My Secret,1995-09-22,0.0,0.0,0.0,Pedro Almodóvar
Two Much,1996-02-14,0.0,0.0,0.0,Fernando Trueba
Ed,1996-03-15,0.0,0.0,0.0,Bill Couturié
Scream of Stone,1991-01-01,0.0,0.0,0.0,Werner Herzog
My Favorite Season,1993-05-14,0.0,0.0,0.0,André Téchiné
A Modern Affair,1996-09-06,0.0,0.0,0.0,
Condition Red,1995-12-08,0.0,0.0,0.0,Mika Kaurismäki
Halfaouine: Boy of the Terraces,1990-01-01,0.0,0.0,0.0,Férid Boughedir
A Thin Line Between Love and Hate,1996-04-04,0.0,0.0,0.0,Martin Lawrence
The Last Supper,1995-09-08,0.0,442965.0,0.0,Stacy Title
Primal Fear,1996-04-03,30000000.0,102616183.0,3.420539433333333,Gregory Hoblit
Rude,1995-09-08,0.0,0.0,0.0,Clément Virgo
Carried Away,1996-01-26,0.0,0.0,0.0,Bruno Barreto
All Dogs Go to Heaven 2,1996-03-29,0.0,8620678.0,0.0,Paul Sabella
All Dogs Go to Heaven 2,1996-03-29,0.0,8620678.0,0.0,Larry Leker
Land and Freedom,1995-01-01,0.0,0.0,0.0,Ken Loach
Denise Calls Up,1995-05-17,0.0,0.0,0.0,Hal Salwen
Theodore Rex,1995-12-14,33500000.0,0.0,0.0,Jonathan R. Betuel
A Family Thing,1996-03-29,0.0,0.0,0.0,Richard Pearce
Frisk,1996-03-22,0.0,0.0,0.0,Todd Verow
Sgt. Bilko,1996-03-29,0.0,0.0,0.0,Jonathan Lynn
Jack & Sarah,1995-06-02,0.0,218626.0,0.0,Tim Sullivan
Girl 6,1996-03-22,12000000.0,4939939.0,0.4116615833333333,Spike Lee
Diabolique,1996-03-22,0.0,0.0,0.0,Jeremiah S. Chechik
"Little Indian, Big City",1994-12-14,0.0,0.0,0.0,Hervé Palud
Roula,1995-09-11,0.0,0.0,0.0,Martin Enlen
Peanuts – Die Bank zahlt alles,1996-03-21,0.0,0.0,0.0,Carlo Rola
Happy Weekend,1996-03-14,0.0,65335.0,0.0,
Nelly and Monsieur Arnaud,1996-04-12,0.0,0.0,0.0,Claude Sautet
Courage Under Fire,1996-07-04,46000000.0,100860818.0,2.1926264782608698,Edward Zwick
Mission: Impossible,1996-05-22,80000000.0,457696359.0,5.7212044875,Brian De Palma
Cold Fever,1995-02-10,0.0,0.0,0.0,Friðrik Þór Friðriksson
Moll Flanders,1996-06-14,0.0,0.0,0.0,Pen Densham
The Superwife,1996-03-06,0.0,0.0,0.0,Sönke Wortmann
"301, 302",1995-04-22,0.0,0.0,0.0,Park Chul-soo
DragonHeart,1996-05-31,57000000.0,115267375.0,2.022234649122807,Rob Cohen
Und keiner weint mir nach,1996-02-29,0.0,0.0,0.0,Joseph Vilsmaier
My Mother's Courage,1995-09-12,0.0,0.0,0.0,Michael Verhoeven
Eddie,1996-05-31,0.0,0.0,0.0,Steve Rash
Yankee Zulu,1993-12-01,0.0,0.0,0.0,Gray Hofmeyr
Billy's Holiday,1995-07-26,0.0,0.0,0.0,Richard Wherrett
Purple Noon,1960-03-10,0.0,0.0,0.0,René Clément
August,1996-08-08,0.0,0.0,0.0,Anthony Hopkins
James and the Giant Peach,1996-04-12,38000000.0,28921264.0,0.7610858947368421,Henry Selick
Fear,1996-04-12,0.0,0.0,0.0,James Foley
Kids in the Hall: Brain Candy,1996-04-02,0.0,0.0,0.0,Kelly Makin
Faithful,1996-04-03,13000000.0,9789900.0,0.7530692307692308,Paul Mazursky
Underground,1995-04-11,14000000.0,0.0,0.0,Emir Kusturica
All Things Fair,1995-03-08,0.0,0.0,0.0,Bo Widerberg
Bloodsport II,1996-03-01,0.0,684351.0,0.0,Alan Mehrez
Pather Panchali,1955-08-26,0.0,536364.0,0.0,Satyajit Ray
The World of Apu,1959-05-01,0.0,16000.0,0.0,Satyajit Ray
Mystery Science Theater 3000: The Movie,1996-04-19,0.0,0.0,0.0,Jim Mallon
Tarantella,1996-03-15,0.0,0.0,0.0,
Space Jam,1996-11-15,80000000.0,250200000.0,3.1275,Joe Pytka
Barbarella,1968-10-10,9000000.0,2500000.0,0.2777777777777778,Roger Vadim
Hostile Intentions,1995-01-01,0.0,0.0,0.0,Catherine Cyran
They Bite,1996-01-01,0.0,0.0,0.0,Brett Piper
Some Folks Call It a Sling Blade,1994-03-26,0.0,0.0,0.0,George Hickenlooper
The Run of the Country,1995-09-22,0.0,0.0,0.0,Peter Yates
Alphaville,1965-05-05,220000.0,0.0,0.0,Jean-Luc Godard
Coup de Torchon,1981-11-04,0.0,0.0,0.0,Bertrand Tavernier
Tigrero: A Film That Was Never Made,1994-01-01,0.0,0.0,0.0,Mika Kaurismäki
The Eye of Vichy,1993-05-20,0.0,0.0,0.0,Claude Chabrol
Windows,1980-01-18,0.0,0.0,0.0,Gordon Willis
It's My Party,1996-03-22,0.0,0.0,0.0,Randal Kleiser
