release_year,title,popularity
1995,Bye-Bye,0.109406
1997,The Relic,7.699967
1996,The Island of Dr. Moreau,12.725343
1996,First Kid,6.510437
1996,The Trigger Effect,9.028947
1995,Sweet Nothing,0.234665
1996,Bogus,2.523605
1996,Bulletproof,7.859132
1998,Talk of Angels,0.978989
1995,The Land Before Time III: The Time of the Great Giving,6.372442
1994,1-900,0.062128
1988,Baton Rouge,0.437895
1995,Halloween: The Curse of Michael Myers,8.768288
1996,Twelfth Night,4.69668
1996,Mother Night,6.038784
1933,Liebelei,0.472479
2010,Venice,0.14713
1994,Wild Reeds,2.115268
1943,For Whom the Bell Tolls,14.373861
1940,The Philadelphia Story,8.888069
1952,Singin' in the Rain,11.064858
1951,An American in Paris,5.565203
1957,Funny Face,5.461487
1961,Breakfast at Tiffany's,10.879289
1958,Vertigo,18.20822
1954,Rear Window,17.911314
1934,It Happened One Night,6.465257
1944,Gaslight,14.545058
1934,The Gay Divorcee,2.863935
1959,North by Northwest,12.410427
1960,The Apartment,11.994281
1959,Some Like It Hot,11.845107
1963,Charade,7.098731
1942,Casablanca,13.916101
1941,The Maltese Falcon,5.782544
1964,My Fair Lady,12.494394
1954,Sabrina,7.359741
1953,Roman Holiday,11.954806
1939,The Little Princess,5.640722
1944,Meet Me in St. Louis,7.331511
1939,The Wizard of Oz,22.064932
1939,Gone with the Wind,14.240357
1982,My Favorite Year,2.923672
1950,Sunset Boulevard,11.709777
1941,Citizen Kane,15.811921
1968,2001: A Space Odyssey,22.494622
1947,Golden Earrings,0.949155
1950,All About Eve,12.06308
1939,The Women,5.076649
1940,Rebecca,8.590813
1940,Foreign Correspondent,9.955445
1946,Notorious,10.135111
1945,Spellbound,5.47596
1957,An Affair to Remember,9.813419
1955,To Catch a Thief,5.490505
1950,Father of the Bride,2.469167
1953,The Band Wagon,3.573935
1939,Ninotchka,5.120036
1957,Love in the Afternoon,8.196679
1958,Gigi,10.36311
1958,The Reluctant Debutante,1.954175
1938,The Adventures of Robin Hood,10.685036
1940,The Mark of Zorro,7.431939
1944,Laura,9.884516
1947,The Ghost and Mrs. Muir,3.008607
1937,Lost Horizon,3.166544
1935,Top Hat,7.122093
1942,To Be or Not to Be,7.274948
1936,My Man Godfrey,5.480098
1956,Giant,10.864284
1955,East of Eden,6.42883
1934,The Thin Man,10.573867
1940,His Girl Friday,9.88321
1956,Around the World in Eighty Days,6.164226
1946,It's a Wonderful Life,15.031588
1939,Mr. Smith Goes to Washington,8.168694
1938,Bringing Up Baby,6.60577
1941,Penny Serenade,2.446972
1926,The Scarlet Letter,0.284522
1943,Lady of Burlesque,0.264695
1934,Of Human Bondage,1.831221
1946,Angel on My Shoulder,0.594433
1936,Little Lord Fauntleroy,4.709847
1939,They Made Me a Criminal,1.758391
1949,The Inspector General,0.896505
1947,Angel and the Badman,8.08426
1935,The 39 Steps,5.865697
1945,A Walk in the Sun,8.85591
1943,The Outlaw,1.450989
1968,Night of the Living Dead,14.384198
1951,The African Queen,6.636872
1953,Beat the Devil,2.001733
1958,Cat on a Hot Tin Roof,11.794846
1954,The Last Time I Saw Paris,0.912955
1941,Meet John Doe,10.750619
1938,Algiers,0.348765
1937,Something to Sing About,0.367546
1932,A Farewell to Arms,1.914697
1932,A Farewell to Arms,2.411191
1936,Moonlight Murder,0.283269
1996,Nothing Personal,0.064512
1985,"Yes, Madam",1.060097
1997,Dangerous Ground,1.463219
1955,Picnic,8.500509
1995,Madagascar Skin,0.580724
1996,The Pompatus of Love,0.537795
1995,Small Wonders,0.00264
1996,Fly Away Home,5.511155
1997,Bliss,1.262649
1996,Grace of My Heart,9.364418
1995,Brother of Sleep,0.751733
1996,Maximum Risk,7.370163
1996,Michael Collins,6.728199
1996,The Rich Man's Wife,6.746475
1996,Infinity,1.226688
1996,Big Night,2.702973
1996,Last Man Standing,11.845918
1996,Caught,1.625873
1996,Set It Off,6.85606
1996,2 Days in the Valley,4.989276
1996,Curdled,2.781581
1979,L'associé,0.000308
1996,Ed's Next Move,0.550278
1996,Extreme Measures,4.990506
1996,The Glimmer Man,5.918737
1996,D3: The Mighty Ducks,5.511475
1996,The Chamber,3.998494
1975,The Apple Dumpling Gang,4.040945
1955,"Davy Crockett, King of the Wild Frontier",5.497359
1975,Escape to Witch Mountain,7.151691
1968,The Love Bug,10.091707
1974,Herbie Rides Again,4.914603
1957,Old Yeller,12.887829
1961,The Parent Trap,5.807074
1960,Pollyanna,3.254308
1993,Homeward Bound: The Incredible Journey,7.186506
1959,The Shaggy Dog,3.404213
1960,Swiss Family Robinson,4.623089
1965,That Darn Cat!,2.803679
1954,"20,000 Leagues Under the Sea",8.722406
1993,Cool Runnings,8.30721
1994,Angels in the Outfield,10.892812
1950,Cinderella,14.436858
1968,Winnie the Pooh and the Blustery Day,1.054814
1944,The Three Caballeros,8.702472
1963,The Sword in the Stone,10.636458
1948,So Dear to My Heart,0.901443
1991,Robin Hood: Prince of Thieves,10.639244
1964,Mary Poppins,15.11549
1941,Dumbo,14.655879
1977,Pete's Dragon,7.644722
1971,Bedknobs and Broomsticks,10.362012
1951,Alice in Wonderland,16.488937
1981,The Fox and the Hound,10.197106
1996,Freeway,7.088533
1965,The Sound of Music,9.06773
1988,Die Hard,16.640522
1992,The Lawnmower Man,6.685948
1996,Unhook the Stars,5.52185
1995,Synthetic Pleasures,0.001177
1996,The Secret Agent,2.943911
1996,Secrets & Lies,11.223572
1996,That Thing You Do!,8.685761
1996,To Gillian on Her 37th Birthday,3.263681
1996,Surviving Picasso,2.167132
1996,Love Is All There Is,0.453988
1996,Beautiful Thing,5.766163
1996,The Long Kiss Goodnight,14.482345
1996,The Ghost and the Darkness,10.789928
1996,Looking for Richard,2.653817
1996,Trees Lounge,3.464286
1996,The Proprietor,0.4319
1996,Normal Life,0.881187
1996,Get on the Bus,5.230661
1997,Shadow Conspiracy,3.733574
1996,Jude,3.379677
1996,Everyone Says I Love You,9.649113
1996,Bitter Sugar,0.401227
1996,Romeo + Juliet,11.774061
1996,Swingers,6.578025
1996,Sleepers,9.198283
1996,The Sunchaser,2.35809
1996,Johns,0.271674
1996,Aladdin and the King of Thieves,8.654244
1952,The Woman in Question,0.757337
1937,Shall We Dance,3.786353
1937,A Damsel in Distress,1.685981
1947,Crossfire,3.770441
1944,"Murder, My Sweet",3.433265
1952,Macao,1.715751
1993,For the Moment,0.347124
1971,Willy Wonka & the Chocolate Factory,12.416635
1994,The Sexual Life of the Belgians,0.297781
1961,The Innocents,7.667964
1973,Sleeper,6.048904
1971,Bananas,4.331819
1988,A Fish Called Wanda,11.400353
1979,Life of Brian,10.714173
1982,Victor/Victoria,5.378996
1972,The Candidate,11.862375
1965,The Great Race,4.473327
1967,Bonnie and Clyde,12.109198
1958,The Old Man and the Sea,1.728104
1954,Dial M for Murder,7.853231
1995,Madame Butterfly,0.1489
1987,Dirty Dancing,14.044122
1992,Reservoir Dogs,12.22034
1986,Platoon,18.206972
1989,Weekend at Bernie's,8.051891
1992,Basic Instinct,16.628427
1991,The Doors,7.829619
1992,The Crying Game,7.404329
1992,Glengarry Glen Ross,6.792215
1982,Sophie's Choice,15.417202
1982,E.T. the Extra-Terrestrial,19.358546
1994,The Search for One-eye Jimmy,0.617014
1938,A Christmas Carol,1.896952
1990,Days of Thunder,7.046753
1986,Top Gun,20.301019
1996,American Strays,0.51063
1955,Rebel Without a Cause,10.968169
1951,A Streetcar Named Desire,7.301719
1996,Children of the Corn IV: The Gathering,7.97048
1996,The Leopard Son,0.002079
1996,Charm's  Incidents,0.001193
1995,Bird of Prey,0.564117
1996,Microcosmos,10.793031
1995,Palookaville,1.669597
1996,The Associate,3.277612
1996,The Funeral,2.772039
2013,The Sleepover,0.135596
1995,A Single Girl,1.813577
1996,The Eighth Day,2.887239
1996,North Star,2.753163
1997,Drunks,0.587824
1996,The People vs. Larry Flynt,9.178371
1995,Glory Daze,10.738755
1996,A Perfect Candidate,0.112669
1981,On Golden Pond,12.252186
1975,The Return of the Pink Panther,6.501177
1991,Drop Dead Fred,7.88101
1989,The Abyss,9.809585
1980,The Fog,9.194572
1981,Escape from New York,10.124544
1981,The Howling,6.715512
1986,Jean de Florette,4.883274
1986,Manon of the Spring,5.939394
1993,Johnny 100 Pesos,0.149107
1980,Private Benjamin,11.431866
1975,Monty Python and the Holy Grail,10.43389
1996,Hustler White,1.068288
1995,Dadetown,0.037353
1996,Everything Relative,0.104276
1996,Entertaining Angels - The Dorothy Day Story,0.051135
1996,Three Lives and Only One Death,1.163947
1996,The Line King: The Al Hirschfeld Story,0.001663
1996,Snowriders,0.001223
1995,Curtis's Charm,0.001648
1996,When We Were Kings,3.60795
1993,The Wrong Trousers,7.771233
1995,JLG/JLG: Self-Portrait in December,0.441965
1982,The Return of Martin Guerre,1.233692
1994,Faust,1.892008
1948,He Walked by Night,2.3353
1948,Raw Deal,10.091381
1947,T-Men,4.237738
1944,The Children Are Watching Us,0.412633
1946,Pastoral Symphony,0.206154
1935,Here Comes Cookie,0.083133
1935,Love In Bloom,0.003387
1934,Six of a Kind,0.52878
1979,The Tin Drum,5.614456
1972,The Ruling Class,2.186663
1994,Mina Tannenbaum,0.400813
1967,2 or 3 Things I Know About Her,7.273791
1996,The Bloody Child,0.001287
1996,Dear God,1.952957
1996,Bad Moon,2.661026
1990,American Dream,0.075885
1995,Best of the Best 3: No Turning Back,1.567945
1992,Bob Roberts,3.041772
1988,Cinema Paradiso,14.177005
1989,"The Cook, the Thief, His Wife & Her Lover",5.970136
1994,Dead Tired,0.665616
1991,Delicatessen,12.565447
1991,The Double Life of Veronique,9.661817
1991,Enchanted April,2.400185
1957,Paths of Glory,8.548518
1990,The Grifters,10.809693
1991,Hear My Song,0.003977
1997,The Shooter,0.112249
1996,The English Patient,15.564161
1991,Mediterraneo,5.557759
1989,My Left Foot: The Story of Christy Brown,5.841931
1989,"Sex, Lies, and Videotape",12.293656
1992,Passion Fish,5.367604
1992,Strictly Ballroom,3.233531
1988,The Thin Blue Line,5.070224
1989,Tie Me Up! Tie Me Down!,10.788319
1991,Madonna: Truth or Dare,1.325299
1990,Paris is Burning,4.101295
1975,One Flew Over the Cuckoo's Nest,35.529554
1978,Up in Smoke,7.194364
1980,The Empire Strikes Back,19.470959
1987,The Princess Bride,15.15267
1981,Raiders of the Lost Ark,19.901576
1985,Brazil,9.837287
1986,Aliens,21.761179
1966,"The Good, the Bad and the Ugly",16.788787
1987,Withnail & I,14.316459
1957,12 Angry Men,16.503959
1962,Lawrence of Arabia,10.893332
1971,A Clockwork Orange,17.112594
1962,To Kill a Mockingbird,14.284787
1979,Apocalypse Now,13.5963
1968,Once Upon a Time in the West,15.589351
1983,Return of the Jedi,14.586087
1987,Wings of Desire,6.357321
1949,The Third Man,8.513889
1990,GoodFellas,15.424092
1979,Alien,23.37742
1992,Army of Darkness,10.704612
1988,The Big Blue,13.503815
1985,Ran,12.250232
1989,The Killer,8.019837
1960,Psycho,36.826309
1980,The Blues Brothers,10.076901
1974,The Godfather: Part II,36.629307
1987,Full Metal Jacket,13.94148
1990,A Grand Day Out,7.617298
1989,Henry V,7.307967
1984,Amadeus,12.677592
1952,The Quiet Man,8.762386
1984,Once Upon a Time in America,32.182851
1980,Raging Bull,8.868558
1977,Annie Hall,18.146043
1983,The Right Stuff,14.902397
1979,Stalker,7.787515
1981,Das Boot,8.80338
1973,The Sting,12.016821
1971,Harold and Maude,10.878112
1990,Trust,4.085688
1957,The Seventh Seal,6.47828
1983,Local Hero,10.636074
1984,The Terminator,19.293562
1992,Braindead,13.645568
1989,Glory,7.521346
1991,Rosencrantz & Guildenstern Are Dead,5.088457
1979,Manhattan,12.050759
1990,Miller's Crossing,7.495853
1989,Dead Poets Society,19.905716
1967,The Graduate,12.057829
1958,Touch of Evil,9.665347
1990,La Femme Nikita,6.586401
1957,The Bridge on the River Kwai,8.851646
1963,8½,6.747516
1974,Chinatown,12.29227
1951,The Day the Earth Stood Still,9.360003
1948,The Treasure of the Sierra Madre,8.070589
1987,Bad Taste,7.409599
1933,Duck Soup,6.819957
1985,Better Off Dead...,8.994189
1980,The Shining,19.611589
1986,Stand by Me,15.206957
1931,M,12.752421
1987,Evil Dead II,13.520764
1963,The Great Escape,14.384114
1978,The Deer Hunter,7.729445
1981,Diva,2.211854
1993,Groundhog Day,12.989627
1992,Unforgiven,10.942149
1962,The Manchurian Candidate,7.991677
1990,Pump up the Volume,4.289341
1944,Arsenic and Old Lace,13.99011
1985,Back to the Future,25.778509
1991,Fried Green Tomatoes,6.584254
1970,Patton,14.382289
1986,Down by Law,8.843551
1988,Akira,10.888917
1986,Highlander,16.870392
1967,Cool Hand Luke,9.718713
1990,Cyrano de Bergerac,5.0399
1974,Young Frankenstein,9.339316
1991,Night on Earth,8.291886
1991,Raise the Red Lantern,7.948888
1940,The Great Dictator,9.241748
1940,Fantasia,8.03796
1952,High Noon,16.715935
1946,The Big Sleep,6.987617
1988,Heathers,13.311827
1980,Somewhere in Time,5.429213
1959,Ben-Hur,14.319743
1984,This Is Spinal Tap,13.981499
1982,Koyaanisqatsi,8.802715
1987,Some Kind of Wonderful,10.208658
1989,Indiana Jones and the Last Crusade,14.788987
1979,Being There,12.320636
1982,Gandhi,12.383755
1988,The Unbearable Lightness of Being,6.815147
1985,A Room with a View,6.175166
1985,Real Genius,11.959887
1982,Pink Floyd: The Wall,6.773407
1984,The Killing Fields,11.460364
1985,My Life as a Dog,4.195896
1956,Forbidden Planet,6.379966
1989,Field of Dreams,16.759454
1975,The Man Who Would Be King,6.189816
1969,Butch Cassidy and the Sundance Kid,6.714577
1984,"Paris, Texas",11.635837
1991,Until the End of the World,2.14652
1989,When Harry Met Sally...,8.34322
1996,I Shot a Man in Vegas,0.005055
1995,Parallel Sons,0.264398
1996,Hype!,3.465337
1996,Santa with Muscles,7.378936
1996,Female Perversions,2.273475
1996,Mad Dog Time,0.768894
1996,Breathing Room,0.028988
1996,Paris Was a Woman,0.036471
1996,I'm Not Rappaport,0.659056
1995,Blue Juice,2.199462
1996,Kids of Survival,0.001178
1992,Alien³,17.126768
1981,An American Werewolf in London,13.390802
1992,Amityville: It's About Time,2.418256
1983,Amityville 3-D,7.893775
1996,Amityville: Dollhouse,2.357522
1993,Amityville: A New Generation,6.401828
1982,Amityville II: The Possession,12.10181
1979,The Amityville Horror,14.00318
1989,The Amityville Curse,2.416489
1974,Blood for Dracula,1.825571
1986,April Fool's Day,10.301342
1977,Audrey Rose,5.862098
1987,The Believers,3.321608
1963,The Birds,11.591462
1958,The Blob,7.079055
1980,Blood Beach,2.232045
1991,Body Parts,3.518972
1945,The Body Snatcher,2.257383
1992,Dracula,16.777675
1935,Bride of Frankenstein,7.000417
1976,Burnt Offerings,2.877095
1992,Candyman,12.721362
1991,Cape Fear,10.302735
1962,Cape Fear,7.583191
1976,Carrie,9.277692
1982,Cat People,6.126046
1984,A Nightmare on Elm Street,13.694713
1922,Nosferatu,7.435873
1988,Vampire in Venice,0.952127
1976,The Omen,16.641277
1996,Blood and Wine,8.409956
1996,Albino Alligator,2.363293
1996,The Mirror Has Two Faces,4.803721
1996,Breaking the Waves,8.558688
1997,Nightwatch,6.122067
1996,Star Trek: First Contact,8.808497
1996,Shine,11.664053
1996,Sling Blade,9.475693
1996,Jingle All the Way,7.898202
1982,Identification of a Woman,1.350133
1996,Paradise Lost: The Child Murders at Robin Hood Hills,1.686358
1996,The Preacher's Wife,4.182641
1995,Zero Kelvin,0.472335
1996,Ridicule,10.879283
1996,The Crucible,9.412825
1996,101 Dalmatians,11.470748
1951,The Forbidden Christ,0.521422
1994,I Can't Sleep,0.318366
1990,Die Hard 2,18.785984
1979,Star Trek: The Motion Picture,8.277765
1991,Star Trek VI: The Undiscovered Country,5.90057
1989,Star Trek V: The Final Frontier,12.308007
1982,Star Trek II: The Wrath of Khan,7.160236
1984,Star Trek III: The Search for Spock,6.197298
1986,Star Trek IV: The Voyage Home,12.596956
1992,Batman Returns,15.001681
1988,Young Guns,9.905174
1990,Young Guns II,11.977636
1978,Grease,7.854899
1982,Grease 2,14.202364
1990,Marked for Death,5.845712
1996,Adrenalin: Fear the Rush,0.782292
1996,The Substance of Fire,0.757322
1992,Under Siege,9.918269
1958,Terror in a Texas Town,0.83621
1975,Jaws,19.726114
1978,Jaws 2,11.21306
1983,Jaws 3-D,16.603041
1996,My Fellow Americans,3.863894
1996,Mars Attacks!,15.63424
1996,Citizen Ruth,2.225234
1996,Jerry Maguire,11.807601
1987,Raising Arizona,14.011415
1987,Tin Men,6.477975
1992,Sneakers,7.207325
1996,Bastard Out of Carolina,1.403309
1996,In Love and War,2.369637
1996,Marvin's Room,5.307984
1996,Somebody Is Waiting,0.016374
1996,Ghosts of Mississippi,15.50082
1996,Night Falls on Manhattan,1.626239
1996,Beavis and Butt-Head Do America,8.855685
1995,La Cérémonie,3.095894
1996,Scream,13.326443
1992,The Last of the Mohicans,15.228794
1996,Michael,9.473162
1996,The Evening Star,8.399114
1996,Hamlet,9.994088
1996,Some Mother's Son,0.332582
1996,The Whole Wide World,7.94599
1996,Mother,7.860965
1996,Thieves,0.365078
1996,Evita,6.709803
1996,The Portrait of a Lady,4.13905
1971,Walkabout,10.177086
1996,Message to Love: The Isle of Wight Festival,0.330752
1997,Murder at 1600,8.428986
1995,Hearts and Minds,0.001202
1996,Inside,0.064513
1997,Fierce Creatures,11.036729
1997,Zeus & Roxanne,1.034602
1997,Turbulence,5.304043
1995,Angel Baby,0.775616
1996,First Strike,9.206356
1996,Underworld,0.005555
1997,Beverly Hills Ninja,12.16305
1997,Metro,10.519481
1994,The Machine,0.935473
1980,Falling in Love Again,0.462729
1993,The Cement Garden,15.975485
1997,Dante's Peak,7.240753
1997,Meet Wally Sparks,0.576741
1993,Amos & Andrew,3.941294
1993,Benny & Joon,10.597116
1997,Prefontaine,2.93818
1996,A Tickle in the Heart,0.001688
1995,Guantanamera,0.496315
1997,McHale's Navy,2.705804
1996,Kolya,13.947867
1997,Gridlock'd,10.575081
1996,Fire on the Mountain,0.001177
1996,Waiting for Guffman,8.130999
1996,Prisoner of the Mountains,1.015881
1997,The Beautician and the Beast,7.566377
1996,SubUrbia,8.67935
1996,Hotel de Love,0.228157
1997,The Pest,3.194883
1997,Fools Rush In,6.285574
1997,Touch,0.455272
1997,Absolute Power,7.66124
1997,That Darn Cat,1.496999
1997,Vegas Vacation,9.304901
1997,Unforgotten: Twenty-Five Years After Willowbrook,0.14057
1997,That Old Feeling,1.954656
1997,Lost Highway,8.449722
1997,Rosewood,2.899809
1997,Donnie Brasco,12.201954
1996,Salut cousin !,0.15935
1997,Booty Call,2.543626
1997,Rhyme & Reason,0.915041
1997,Boys Life 2,0.060645
1997,City of Industry,1.922014
1997,Best Men,6.610419
1997,Jungle 2 Jungle,12.640569
1996,Kama Sutra - A Tale of Love,7.124652
1997,Private Parts,10.928417
1997,Love Jones,1.251862
1997,The Saint,10.97633
1997,Smilla's Sense of Snow,3.132331
1996,The Van,1.13412
1996,Crash,7.540612
1996,The Daytrippers,9.664735
1997,Liar Liar,10.102471
1996,The Quiet Room,0.064705
1997,Selena,7.390306
1997,The Devil's Own,10.675073
1997,Cats Don't Dance,3.406836
1997,B.A.P.S.,1.56098
1996,Love and Other Catastrophes,0.915298
1997,Turbo: A Power Rangers Movie,5.436745
1997,Anna Karenina,5.660835
1997,Double Team,5.452961
1997,Inventing the Abbotts,5.063701
1997,Anaconda,14.386089
1997,Grosse Pointe Blank,7.556814
1997,Keys to Tulsa,1.323422
1996,Kissed,2.056754
1997,8 Heads in a Duffel Bag,5.666701
1996,Hollow Reed,0.261217
1997,Paradise Road,1.462139
1997,Traveller,2.166773
1997,All Over Me,4.06745
1997,A Brother's Kiss,0.92491
1996,A Chef in Love,0.631834
1997,Romy and Michele's High School Reunion,5.889414
1996,Temptress Moon,1.136222
1997,Volcano,13.147917
1996,Children of the Revolution,1.129648
1997,Austin Powers: International Man of Mystery,11.749159
1997,Breakdown,7.926621
1996,Broken English,0.369118
1997,Commandments,0.225707
1996,Ripe,0.773608
1997,"Truth or Consequences, N.M.",2.26858
1992,The Turning,0.129847
1997,Warriors of Virtue,0.719444
1997,Fathers' Day,5.295556
1997,The Fifth Element,24.30526
1996,Intimate Relations,1.372838
1997,Nowhere,3.324489
1996,Losing Chase,0.901452
1997,Sprung,1.511388
1965,Le Bonheur,0.792486
1997,Love! Valour! Compassion!,1.7442
1996,Shall We Dance?,1.963402
1997,The Second Jungle Book: Mowgli & Baloo,0.285487
